family,scientific_name,spanish_name,english_name,species_code,category,notes,ebird_picture,IUCN_status,IUCN_comment
Tyrannidae,Hemitriccus rufigularis, Tirano Todi Golianteado, Buff-throated Tody-Tyrant, https://ebird.org/species/btttyr2,VU,,https://macaulaylibrary.org/asset/362247131, IUCN_LC, IUCN update 2024
Tyrannidae,Myiophobus roraimae, Mosquerito Roraimeño (de Roraima), Roraiman Flycatcher, https://ebird.org/species/rorfly1,VU,,https://macaulaylibrary.org/asset/406664291, IUCN_LC, IUCN update 2024
Tyrannidae,Nephelomyias lintoni, Mosquerito Franjinaranja, Orange-banded Flycatcher, https://ebird.org/species/orbfly1,VU,,https://macaulaylibrary.org/asset/178110521, IUCN_LC, IUCN update 2024
Tyrannidae,Sirystes albogriseus, Siristes del Chocó, Choco Sirystes, https://ebird.org/species/siryst3,VU,,https://macaulaylibrary.org/asset/25748151, IUCN_LC, IUCN update 2024
Tyrannidae,Attila torridus, Atila Ocráceo, Ochraceous Attila, https://ebird.org/species/ochatt1,VU,,https://macaulaylibrary.org/asset/291894711, IUCN_NT, IUCN update 2024
Oxyruncidae,Oxyruncus cristatus, Picoagudo, Sharpbill, https://ebird.org/species/sharpb1,VU,,https://macaulaylibrary.org/asset/633974325, IUCN_LC, IUCN update 2024
Cotingidae,Pipreola frontalis, Frutero Pechiescarlata, Scarlet-breasted Fruiteater, https://ebird.org/species/scbfru1,VU,,https://macaulaylibrary.org/asset/61004901,,
Cotingidae,Pipreola chlorolepidota, Frutero Golifuego, Fiery-throated Fruiteater, https://ebird.org/species/fitfru1,VU,,https://macaulaylibrary.org/asset/635124327, IUCN_LC, IUCN update 2024
Cotingidae,Doliornis remseni, Cotinga Ventricastaña, Chestnut-bellied Cotinga, https://ebird.org/species/chbcot1,VU,,https://macaulaylibrary.org/asset/244051861, IUCN_NT, IUCN update 2024
Cotingidae,Lipaugus unirufus, Pijá Rojiza, Rufous Piha, https://ebird.org/species/rufpih1,VU,,https://macaulaylibrary.org/asset/505493481, IUCN_LC, IUCN update 2024
Tityridae,Laniisoma buckleyi, Lanisoma Andino, Andean Laniisoma, https://ebird.org/species/shlcot2,VU,"En la lista, esta como Laniisoma elegans",https://macaulaylibrary.org/asset/606891831, IUCN_LC, IUCN update 2024
Tityridae,Pachyramphus spodiurus, Cabezón Pizarroso, Slaty Becard, https://ebird.org/species/slabec1,VU,,https://macaulaylibrary.org/asset/53077101, IUCN_VU, IUCN update 2024
Corvidae,Cyanolyca armillata, Urraca Negricollareja, Black-collared Jay, https://ebird.org/species/blcjay2,VU,,https://macaulaylibrary.org/asset/297698241,,
Corvidae,Cyanolyca pulchra, Urraca Hermosa, Beautiful Jay, https://ebird.org/species/beajay1,VU,,https://macaulaylibrary.org/asset/108922071, IUCN_NT, IUCN update 2024
Corvidae,Cyanocorax mystacalis, Urraca Coliblanca, White-tailed Jay, https://ebird.org/species/whtjay2,VU,,https://macaulaylibrary.org/asset/120929931, IUCN_LC, IUCN update 2024
Troglodytidae,Henicorhina leucoptera, Soterrey Montés Alibandeado, Bar-winged Wood-Wren, https://ebird.org/species/bwwwre1,VU,,https://macaulaylibrary.org/asset/39599201, IUCN_LC, IUCN update 2024
Thraupidae,Bangsia rothschildi, Tangara Pechidorada, Golden-chested Tanager, https://ebird.org/species/goctan1,VU,,https://macaulaylibrary.org/asset/39598131, IUCN_LC, IUCN update 2024
Thraupidae,Tephrophilus wetmorei, Tangara Montana Enmascarada,Masked Mountain Tanager,https://ebird.org/species/mamtan1,VU,"En la lista, esta como Buthraupis wetmorei",https://macaulaylibrary.org/asset/210555911, IUCN_VU, IUCN update 2024
Thraupidae,Iridosornis porphyrocephalus, Tangara Dorsipurpurina (Dorsipúrpura), Purplish-mantled Tanager, https://ebird.org/species/pumtan2,VU,,https://macaulaylibrary.org/asset/270247571, IUCN_NT, IUCN update 2024
Thraupidae,Saltator cinctus, Saltador Enmascarado, Masked Saltator, https://ebird.org/species/massal1,VU,,https://macaulaylibrary.org/asset/407614781, IUCN_LC, IUCN update 2024
Passerellidae,Bangsia flavovirens, Tangara Verdiamarilla,Yellow-green Tanager,https://ebird.org/species/ygbtan1,VU,"En la lista, esta como Chlorospingus flavovirens",https://macaulaylibrary.org/asset/117824611, IUCN_VU, IUCN update 2024
Parulidae,Setophaga cerulea, Reinita Cerúlea, Cerulean Warbler, https://ebird.org/species/cerwar,VU,,https://macaulaylibrary.org/asset/398957491, IUCN_NT, IUCN update 2024
Fringillidae,Spinus siemiradzkii, Jilguero Azafranado, Saffron Siskin, https://ebird.org/species/safsis1,VU,,https://macaulaylibrary.org/asset/204657931, IUCN_LC, IUCN update 2024
Tinamidae,Nothocercus julius, Tinamú Pechileonado, Tawny-breasted Tinamou, https://ebird.org/species/tabtin1,NT,,https://macaulaylibrary.org/asset/305353251, IUCN_LC, IUCN update 2024
Tinamidae,Nothocercus bonapartei, Tinamú Serrano, Highland Tinamou, https://ebird.org/species/higtin1,NT,,https://macaulaylibrary.org/asset/38249511, IUCN_LC, IUCN update 2024
Tinamidae,Tinamus major, Tinamú Grande, Great Tinamou, https://ebird.org/species/gretin1,NT,,https://macaulaylibrary.org/asset/194119241, IUCN_LC, IUCN update 2024
Tinamidae,Crypturellus transfasciatus, Tinamú Cejiblanco, Pale-browed Tinamou, https://ebird.org/species/pabtin1,NT,,https://macaulaylibrary.org/asset/613996902, IUCN_NT, IUCN update 2024
Anatidae,Merganetta armata, Pato Torrentero, Torrent Duck, https://ebird.org/species/torduc1,NT,,https://macaulaylibrary.org/asset/635913311, IUCN_LC, IUCN update 2024
Anatidae,Nomonyx dominicus, Pato Enmascarado, Masked Duck, https://ebird.org/species/masduc,NT,,https://macaulaylibrary.org/asset/44039181, IUCN_LC, IUCN update 2024
Anatidae,Oxyura ferruginea, Pato Andino, Andean Duck,https://ebird.org/species/andduc1/EC,NT,"En la lista, esta como Oxyura jamaicensis",https://macaulaylibrary.org/asset/629726122, IUCN_LC, IUCN update 2024
Cracidae,Aburria aburri, Pava Carunculada (Aburrida), Wattled Guan, https://ebird.org/species/watgua1,NT,,https://macaulaylibrary.org/asset/510925521, IUCN_LC, IUCN update 2024
Cracidae,Mitu salvini, Pavón (Paujil) de Salvin, Salvin's Curassow, https://ebird.org/species/salcur1,NT,,https://macaulaylibrary.org/asset/88991431, IUCN_LC, IUCN update 2024
Odontophoridae,Odontophorus speciosus, Corcovado Pechirrufo, Rufous-breasted Wood-Quail, https://ebird.org/species/rbwqua1,NT,,https://macaulaylibrary.org/asset/617092566, IUCN_LC, IUCN update 2024
Pelecanidae,Pelecanus thagus, Pelícano Peruano, Peruvian Pelican, https://ebird.org/species/perpel1,NT,,https://macaulaylibrary.org/asset/609771316, IUCN_NT, IUCN update 2024
Ardeidae,Tigrisoma fasciatum, Garza Tigre Barreteada, Fasciated Tiger-Heron, https://ebird.org/species/father1,NT,,https://macaulaylibrary.org/asset/625949406, IUCN_LC, IUCN update 2024
Cathartidae,Sarcoramphus papa, Gallinazo Rey, King Vulture, https://ebird.org/species/kinvul1,NT,,https://macaulaylibrary.org/asset/624949268, IUCN_LC, IUCN update 2024
Accipitridae,Spizaetus ornatus, Águila Azor Adornada, Ornate Hawk-Eagle, https://ebird.org/species/orheag1,NT,,https://macaulaylibrary.org/asset/26851021, IUCN_NT, IUCN update 2024
Accipitridae,Microspizias collaris, Azor Collarejo (de Collar),Semicollared Hawk,https://ebird.org/species/semhaw2,NT,"En la lista, esta como Accipiter collaris",https://macaulaylibrary.org/asset/267173351, IUCN_LC, IUCN update 2024
Accipitridae,Morphnarchus princeps, Gavilán Barreteado, Barred Hawk, https://ebird.org/species/barhaw1,NT,,https://macaulaylibrary.org/asset/70944161, IUCN_LC, IUCN update 2024
Psophiidae,Psophia crepitans, Trompetero Aligrís, Gray-winged Trumpeter, https://ebird.org/species/gywtru1,NT,,https://macaulaylibrary.org/asset/44486691,,
Rallidae,Aramides calopterus, Rascón Montés Alirrojizo, Red-winged Wood-Rail, https://ebird.org/species/rwwrai1,NT,,https://macaulaylibrary.org/asset/615100222, IUCN_LC, IUCN update 2024
Rallidae,Amaurolimnas concolor, Polla Unicolor, Uniform Crake, https://ebird.org/species/unicra1,NT,,https://macaulaylibrary.org/asset/625059558, IUCN_LC, IUCN update 2024
Charadriidae,Hoploxypterus cayanus, Chorlo Pinto,Pied Plover,https://ebird.org/species/pielap1,NT,"En la lista, esta como Vanellus cayanus",https://macaulaylibrary.org/asset/613780644, IUCN_LC, IUCN update 2024
Charadriidae,Anarhynchus wilsonia, Chorlo de Wilson,Wilson's Plover,https://ebird.org/species/wilplo,NT,"En la lista, esta como Charadrius wilsonia",https://macaulaylibrary.org/asset/204896411, IUCN_LC, IUCN update 2024
Scolopacidae,Calidris subruficollis, Praderito Canelo, Buff-breasted Sandpiper, https://ebird.org/species/bubsan,NT,,https://macaulaylibrary.org/asset/55965441, IUCN_VU, IUCN update 2024
Scolopacidae,Gallinago nobilis, Becasina Noble, Noble Snipe, https://ebird.org/species/nobsni1,NT,,https://macaulaylibrary.org/asset/609215763, IUCN_NT, IUCN update 2024
Laridae,Phaetusa simplex, Gaviotín Picudo, Large-billed Tern, https://ebird.org/species/labter1,NT,,https://macaulaylibrary.org/asset/510291411, IUCN_LC, IUCN update 2024
Columbidae,Patagioenas goodsoni, Paloma Oscura, Dusky Pigeon, https://ebird.org/species/duspig2,NT,,https://macaulaylibrary.org/asset/251745001, IUCN_LC, IUCN update 2024
Cuculidae,Neomorphus geoffroyi, Cuco Hormiguero Ventrirrufo, Rufous-vented Ground-Cuckoo, https://ebird.org/species/rvgcuc1,NT,,https://macaulaylibrary.org/asset/487011071,,
Strigidae,Megascops ingens, Autillo Rojizo,Rufescent Screech-Owl,https://ebird.org/species/rufsco1,NT,"En la lista, esta como Megascops colombianus",https://macaulaylibrary.org/asset/618043109, IUCN_LC, IUCN update 2024
Strigidae,Megascops centralis, Autillo del Chocó,Choco Screech-Owl, https://ebird.org/species/versco2,NT,"En la lista, esta como Megascops guatemalae, dos subespecies son NT",https://macaulaylibrary.org/asset/553939791,,
Strigidae,Aegolius harrisii, Buhito Frentianteado, Buff-fronted Owl, https://ebird.org/species/bufowl1,NT,,https://macaulaylibrary.org/asset/421935851, IUCN_LC, IUCN update 2024
Nyctibiidae,Nyctibius maculosus, Nictibio (Puntepalo) Andino, Andean Potoo, https://ebird.org/species/andpot1,NT,,https://macaulaylibrary.org/asset/120982341, IUCN_LC, IUCN update 2024
Caprimulgidae,Nyctiphrynus rosenbergi, Chotacabras del Chocó, Choco Poorwill, https://ebird.org/species/chopoo1,NT,,https://macaulaylibrary.org/asset/204905011, IUCN_LC, IUCN update 2024
Trochilidae,Glaucis aeneus, Ermitaño Bronceado, Bronzy Hermit, https://ebird.org/species/broher,NT,,https://macaulaylibrary.org/asset/56879051, IUCN_LC, IUCN update 2024
Trochilidae,Androdon aequatorialis, Colibrí Piquidentado, Tooth-billed Hummingbird, https://ebird.org/species/tobhum1,NT,,https://macaulaylibrary.org/asset/303879111, IUCN_LC, IUCN update 2024
Trochilidae,Phlogophilus hemileucurus, Colipunto Ecuatoriano, Ecuadorian Piedtail, https://ebird.org/species/ecupie1,NT,,https://macaulaylibrary.org/asset/556629731, IUCN_LC, IUCN update 2024
Trochilidae,Metallura odomae, Metalura Neblina, Neblina Metaltail, https://ebird.org/species/nebmet1,NT,,https://macaulaylibrary.org/asset/184401651, IUCN_LC, IUCN update 2024
Trochilidae,Eriocnemis aline, Zamarrito Pechiblanco, Emerald-bellied Puffleg, https://ebird.org/species/embpuf1,NT,,https://macaulaylibrary.org/asset/57330971, IUCN_LC, IUCN update 2024
Trochilidae,Boissonneaua jardini, Coronita Terciopelo, Velvet-purple Coronet, https://ebird.org/species/vepcor1,NT,,https://macaulaylibrary.org/asset/68582701, IUCN_LC, IUCN update 2024
Trochilidae,Urosticte benjamini, Puntiblanca Pechipúrpura, Purple-bibbed Whitetip, https://ebird.org/species/pubwhi1,NT,,https://macaulaylibrary.org/asset/71415641, IUCN_LC, IUCN update 2024
Trochilidae,Urosticte ruficrissa, Puntiblanca Pechiverde, Rufous-vented Whitetip, https://ebird.org/species/ruvwhi1,NT,,https://macaulaylibrary.org/asset/56801731, IUCN_LC, IUCN update 2024
Trochilidae,Heliodoxa imperatrix, Brillante Emperatriz, Empress Brilliant, https://ebird.org/species/empbri1,NT,,https://macaulaylibrary.org/asset/55724691, IUCN_LC, IUCN update 2024
Trochilidae,Campylopterus villaviscensio, Alasable del Napo, Napo Sabrewing, https://ebird.org/species/napsab1,NT,,https://macaulaylibrary.org/asset/39597111, IUCN_LC, IUCN update 2024
Trochilidae,Thaumasius baeri, Colibrí de Tumbes,Tumbes Hummingbird,https://ebird.org/species/tumhum1,NT,"En la lista, esta como Leucippus baeri",https://macaulaylibrary.org/asset/77439881, IUCN_LC, IUCN update 2024
Trochilidae,Polyerata rosenbergi, Amazilia Pechipúrpura,Purple-chested Hummingbird,https://ebird.org/species/puchum1,NT,"En la lista, esta como Amazilia rosenbergi",https://macaulaylibrary.org/asset/121024531, IUCN_LC, IUCN update 2024
Trochilidae,Chrysuronia grayi, Zafiro Cabeciazul,Blue-headed Sapphire,https://ebird.org/species/blhsap1,NT,"En la lista, esta como Hylocharis grayi",https://macaulaylibrary.org/asset/165169311, IUCN_LC, IUCN update 2024
Trogonidae,Trogon comptus, Trogón del Chocó (Coliazul), Blue-tailed Trogon, https://ebird.org/species/buttro1,NT,,https://macaulaylibrary.org/asset/37149871, IUCN_LC, IUCN update 2024
Trogonidae,Trogon caligatus, Trogón Jarretero (Violáceo Norteño), Gartered Trogon, https://ebird.org/species/gartro1,NT,,https://macaulaylibrary.org/asset/515029651,,
Galbulidae,Jacamerops aureus, Jacamar Grande, Great Jacamar, https://ebird.org/species/grejac2,NT,,https://macaulaylibrary.org/asset/379465761, IUCN_LC, IUCN update 2024
Bucconidae,Malacoptila fulvogularis, Buco Negrilistado, Black-streaked Puffbird, https://ebird.org/species/blspuf1,NT,,https://macaulaylibrary.org/asset/424823561, IUCN_LC, IUCN update 2024
Bucconidae,Hapaloptila castanea, Monja Cariblanca, White-faced Nunbird, https://ebird.org/species/whfnun2,NT,,https://macaulaylibrary.org/asset/607649301, IUCN_LC, IUCN update 2024
Capitonidae,Capito squamatus, Barbudo Frentinaranja, Orange-fronted Barbet, https://ebird.org/species/orfbar1,NT,,https://macaulaylibrary.org/asset/80493991, IUCN_LC, IUCN update 2024
Semnornithidae,Semnornis ramphastinus, Barbudo Tucán (Yumbo), Toucan Barbet, https://ebird.org/species/toubar1,NT,,https://macaulaylibrary.org/asset/115124131, IUCN_NT, IUCN update 2024
Ramphastidae,Ramphastos ambiguus, Tucán Goliamarillo, Yellow-throated Toucan, https://ebird.org/species/bkmtou1,NT,,https://macaulaylibrary.org/asset/623721680, IUCN_LC, IUCN update 2024
Ramphastidae,Ramphastos brevis, Tucán del Chocó, Choco Toucan, https://ebird.org/species/chotou1,NT,,https://macaulaylibrary.org/asset/109700181, IUCN_LC, IUCN update 2024
Ramphastidae,Aulacorhynchus derbianus, Tucanete Filicastaño, Chestnut-tipped Toucanet, https://ebird.org/species/chttou3,NT,,https://macaulaylibrary.org/asset/599548441, IUCN_LC, IUCN update 2024
Ramphastidae,Andigena nigrirostris, Tucán Andino Piquinegro, Black-billed Mountain-Toucan, https://ebird.org/species/bbmtou1,NT,,https://macaulaylibrary.org/asset/527325371, IUCN_LC, IUCN update 2024
Ramphastidae,Pteroglossus torquatus, Arasari Collarejo, Collared Aracari, https://ebird.org/species/colara1,NT,subespecie erythropygius puede ser especie valida (VU).,https://macaulaylibrary.org/asset/608762784,,
Picidae,Picumnus sclateri, Picolete Ecuatoriano, Ecuadorian Piculet, https://ebird.org/species/ecupic1,NT,,https://macaulaylibrary.org/asset/202683921, IUCN_LC, IUCN update 2024
Picidae,Piculus litae, Carpintero de Lita, Lita Woodpecker, https://ebird.org/species/litwoo1,NT,,https://macaulaylibrary.org/asset/263176301, IUCN_LC, IUCN update 2024
Picidae,Celeus loricatus, Carpintero Canelo, Cinnamon Woodpecker, https://ebird.org/species/cinwoo1,NT,,https://macaulaylibrary.org/asset/204106311,IUCN_LC, IUCN update 2024
Picidae,Campephilus haematogaster, Carpintero Carminoso, Crimson-bellied Woodpecker, https://ebird.org/species/crbwoo1,NT,subespecie splendens puede ser especie valida (VU).,https://macaulaylibrary.org/asset/518062071,,
Falconidae,Micrastur mirandollei, Halcón Montés Dorsigrís, Slaty-backed Forest-Falcon, https://ebird.org/species/sbffal1,NT,,https://macaulaylibrary.org/asset/594049991, IUCN_LC, IUCN update 2024
Falconidae,Ibycter americanus, Caracara Ventriblanco, Red-throated Caracara, https://ebird.org/species/retcar2,NT,,https://macaulaylibrary.org/asset/204329051, IUCN_LC, IUCN update 2024
Psittacidae,Touit dilectissimus, Periquito Frentiazul, Blue-fronted Parrotlet, https://ebird.org/species/bufpar1,NT,,https://macaulaylibrary.org/asset/632535549, IUCN_LC, IUCN update 2024
Psittacidae,Amazona festiva, Amazona Festiva, Festive Amazon, https://ebird.org/species/fespar1,NT,,https://macaulaylibrary.org/asset/584215091,,
Psittacidae,Amazona farinosa, Amazona Harinosa, Mealy Amazon, https://ebird.org/species/meapar,NT,,https://macaulaylibrary.org/asset/504625781,,
Psittacidae,Amazona mercenarius, Amazona Nuquiescamosa, Scaly-naped Amazon, https://ebird.org/species/scnpar1,NT,,https://macaulaylibrary.org/asset/480112381, IUCN_LC, IUCN update 2024
Psittacidae,Ara ararauna, Guacamayo Azuliamarillo, Blue-and-yellow Macaw, https://ebird.org/species/baymac,NT,,https://macaulaylibrary.org/asset/609561179, IUCN_LC, IUCN update 2024
Psittacidae,Ara macao, Guacamayo Escarlata, Scarlet Macaw, https://ebird.org/species/scamac1,NT,,https://macaulaylibrary.org/asset/80976381, IUCN_LC, IUCN update 2024
Psittacidae,Psittacara erythrogenys, Perico Caretirrojo, Red-masked Parakeet, https://ebird.org/species/rempar,NT,,https://macaulaylibrary.org/asset/550399931, IUCN_NT, IUCN update 2024
Sapayoidae,Sapayoa aenigma, Sapayoa, Sapayoa, https://ebird.org/species/sapayo1,NT,,https://macaulaylibrary.org/asset/204886361, IUCN_LC, IUCN update 2024
Thamnophilidae,Euchrepomis spodioptila, Hormiguerito Alicinéreo, Ash-winged Antwren, https://ebird.org/species/aswant1,NT,,https://macaulaylibrary.org/asset/703250, IUCN_LC, IUCN update 2024
Thamnophilidae,Thamnophilus zarumae, Batará de Chapman, Chapman's Antshrike, https://ebird.org/species/chaant1,NT,,https://macaulaylibrary.org/asset/613941199, IUCN_LC, IUCN update 2024
Thamnophilidae,Dysithamnus puncticeps, Batarito Coronipunteado, Spot-crowned Antvireo, https://ebird.org/species/spcant1,NT,,https://macaulaylibrary.org/asset/612486461, IUCN_LC, IUCN update 2024
Thamnophilidae,Dysithamnus leucostictus, Batarito Albirrayado, White-streaked Antvireo, https://ebird.org/species/whsant4,NT,,https://macaulaylibrary.org/asset/555816621, IUCN_LC, IUCN update 2024
Thamnophilidae,Herpsilochmus axillaris, Hormiguerito Pechiamarillo, Yellow-breasted Antwren, https://ebird.org/species/yebant2,NT,,https://macaulaylibrary.org/asset/145054111, IUCN_LC, IUCN update 2024
Thamnophilidae,Herpsilochmus frater, Hormiguerito Alirrojizo, Rusty-winged Antwren, https://ebird.org/species/ruwant3,NT,"En la lista, esta como Herpsilochmus rufimarginatus",https://macaulaylibrary.org/asset/204996741,,
Thamnophilidae,Hafferia zeledoni, Hormiguero de Zeledon,Zeledon's Antbird,https://ebird.org/species/zelant1,NT,"En la lista, esta como Myrmeciza zeledoni",https://macaulaylibrary.org/asset/602786551, IUCN_LC, IUCN update 2024
Thamnophilidae,Gymnopithys bicolor, Hormiguero Bicolor, Bicolored Antbird, https://ebird.org/species/bicant2,NT,,https://macaulaylibrary.org/asset/306951921, IUCN_LC, IUCN update 2024
Thamnophilidae,Hylophylax naevioides, Hormiguero Moteado, Spotted Antbird, https://ebird.org/species/spoant1,NT,,https://macaulaylibrary.org/asset/437789001, IUCN_LC, IUCN update 2024
Grallariidae,Grallaria haplonota, Gralaria Dorsillana (Tororoi Dorsillano), Plain-backed Antpitta, https://ebird.org/species/plbant1,NT,,https://macaulaylibrary.org/asset/548301881, IUCN_LC, IUCN update 2024
Grallariidae,Grallaria watkinsi, Gralaria (Tororoi) de Watkins, Watkins's Antpitta, https://ebird.org/species/watant1,NT,,https://macaulaylibrary.org/asset/80212931, IUCN_NT, IUCN update 2024
Grallariidae,Grallaria nuchalis, Gralaria Nuquicastaña (Tororoi Nuquicastaño), Chestnut-naped Antpitta, https://ebird.org/species/chnant1,NT,,https://macaulaylibrary.org/asset/473998111, IUCN_LC, IUCN update 2024
Grallariidae,Grallaricula leymebambae , Gralarita de Leimebamba, Rusty-breasted Antpitta,https://ebird.org/species/rubant7,NT,"En la lista, esta como Grallaricula ferrugineipectus",https://macaulaylibrary.org/asset/426801741, IUCN_LC, IUCN update 2024
Formicariidae,Formicarius nigricapillus, Formicario Cabecinegro, Black-headed Antthrush, https://ebird.org/species/blhant1,NT,,https://macaulaylibrary.org/asset/121617911, IUCN_LC, IUCN update 2024
Formicariidae,Chamaeza campanisona, Chamaeza Colicorta, Short-tailed Antthrush, https://ebird.org/species/shtant1,NT,,https://macaulaylibrary.org/asset/450067811, IUCN_LC, IUCN update 2024
Furnariidae,Sclerurus albigularis, Tirahojas Goligrís, Gray-throated Leaftosser, https://ebird.org/species/grtlea1,NT,,https://macaulaylibrary.org/asset/118213631, IUCN_LC, IUCN update 2024
Furnariidae,Dendrocolaptes sanctithomae, Trepatroncos Barreteado Norteño, Northern Barred-Woodcreeper, https://ebird.org/species/nobwoo1,NT,,https://macaulaylibrary.org/asset/600583551,,
Furnariidae,Xiphorhynchus lachrymosus, Trepatroncos Pinto, Black-striped Woodcreeper, https://ebird.org/species/blswoo1,NT,,https://macaulaylibrary.org/asset/518060911, IUCN_LC, IUCN update 2024
Furnariidae,Xiphorhynchus erythropygius, Trepatroncos Punteado, Spotted Woodcreeper, https://ebird.org/species/spowoo1,NT,,https://macaulaylibrary.org/asset/608757689,,
Furnariidae,Drymotoxeres pucheranii, Picoguadaña Grande, Greater Scythebill, https://ebird.org/species/grescy1,NT,,https://macaulaylibrary.org/asset/386988861, IUCN_LC, IUCN update 2024
Furnariidae,Pseudocolaptes johnsoni, Barbablanca del Pacífico, Pacific Tuftedcheek, https://ebird.org/species/buftuf3,NT,"En la lista, esta como Pseudocolaptes lawrencii",https://macaulaylibrary.org/asset/264937711, IUCN_LC, IUCN update 2024
Furnariidae,Syndactyla rufosuperciliata, Limpiafronda Cejianteada, Buff-browed Foliage-gleaner, https://ebird.org/species/bbfgle1,NT,,https://macaulaylibrary.org/asset/363364611, IUCN_LC, IUCN update 2024
Furnariidae,Thripadectes ignobilis, Trepamusgos Uniforme, Uniform Treehunter, https://ebird.org/species/unitre1,NT,,https://macaulaylibrary.org/asset/587502361, IUCN_LC, IUCN update 2024
Furnariidae,Asthenes griseomurina, Colicardo Murino, Mouse-colored Thistletail, https://ebird.org/species/mocthi1,NT,,https://macaulaylibrary.org/asset/39593311, IUCN_LC, IUCN update 2024
Furnariidae,Xenerpestes singularis, Colagrís Ecuatorial, Equatorial Graytail, https://ebird.org/species/equgra1,NT,,https://macaulaylibrary.org/asset/244505131, IUCN_LC, IUCN update 2024
Furnariidae,Synallaxis stictothorax, Colaespina Collareja, Necklaced Spinetail, https://ebird.org/species/necspi1,NT,,https://macaulaylibrary.org/asset/399098791, IUCN_LC, IUCN update 2024
Tyrannidae,Myiopagis olallai, Elenita Tropandina, Foothill Elaenia, https://ebird.org/species/fooela1,NT,,https://macaulaylibrary.org/asset/343222381, IUCN_LC, IUCN update 2024
Tyrannidae,Myiopagis subplacens, Elenita del Pacífico, Pacific Elaenia, https://ebird.org/species/pacela1,NT,,https://macaulaylibrary.org/asset/205981561, IUCN_LC, IUCN update 2024
Tyrannidae,Elaenia obscura, Elenia Oscura, Highland Elaenia, https://ebird.org/species/higela2,NT,,https://macaulaylibrary.org/asset/24038871, IUCN_LC, IUCN update 2024
Tyrannidae,Pseudelaenia leucospodia, Tiranolete Grisiblanco, Gray-and-white Tyrannulet, https://ebird.org/species/gawtyr2,NT,,https://macaulaylibrary.org/asset/535982921, IUCN_LC, IUCN update 2024
Tyrannidae,Pogonotriccus poecilotis, Orejerito Variegado,Variegated Bristle-Tyrant,https://ebird.org/species/vabtyr1,NT,"En la lista, esta como Phylloscartes poecilotis",https://macaulaylibrary.org/asset/542311241, IUCN_LC, IUCN update 2024
Tyrannidae,Pogonotriccus orbitalis, Orejerito de Anteojos,Spectacled Bristle-Tyrant,https://ebird.org/species/spbtyr1,NT,"En la lista, esta como Phylloscartes orbitalis",https://macaulaylibrary.org/asset/359519661, IUCN_LC, IUCN update 2024
Tyrannidae,Phylloscartes gualaquizae, Tiranolete Ecuatoriano, Ecuadorian Tyrannulet, https://ebird.org/species/ecutyr1,NT,,https://macaulaylibrary.org/asset/367354221, IUCN_LC, IUCN update 2024
Tyrannidae,Rhynchocyclus pacificus, Picoplano del Pacífico, Pacific Flatbill, https://ebird.org/species/pacfla1,NT,,https://macaulaylibrary.org/asset/474282321, IUCN_LC, IUCN update 2024
Tyrannidae,Platyrinchus flavigularis, Picochato Goliamarillo, Yellow-throated Spadebill, https://ebird.org/species/yetspa1,NT,,https://macaulaylibrary.org/asset/632959978, IUCN_LC, IUCN update 2024
Tyrannidae,Onychorhynchus coronatus, Mosquero Real Tropical, Tropical Royal Flycatcher, https://ebird.org/species/royfly1,NT,subespecies coronatus (LC) y occidentalis (VU) pueden ser especies distintas.,https://macaulaylibrary.org/asset/564830751,,
Tyrannidae,Lathrotriccus griseipectus, Mosquerito Pechigrís, Gray-breasted Flycatcher, https://ebird.org/species/gybfly1,NT,,https://macaulaylibrary.org/asset/163095801, IUCN_LC, IUCN update 2024
Tyrannidae,Contopus cooperi, Pibí Boreal, Olive-sided Flycatcher, https://ebird.org/species/olsfly,NT,,https://macaulaylibrary.org/asset/186247611, IUCN_NT, IUCN update 2024
Tyrannidae,Mitrephanes phaeocercus, Mosquerito Moñudo Norteño, Tufted Flycatcher, https://ebird.org/species/tuffly,NT,,https://macaulaylibrary.org/asset/117809221, IUCN_LC, IUCN update 2024
Tyrannidae,Cnemarchus erythropygius, Alinaranja Lomirrojo, Red-rumped Bush-Tyrant, https://ebird.org/species/rrbtyr1,NT,,https://macaulaylibrary.org/asset/178631041, IUCN_LC, IUCN update 2024
Tyrannidae,Conopias albovittatus, Mosquero Aureola, White-ringed Flycatcher, https://ebird.org/species/whrfly,NT,,https://macaulaylibrary.org/asset/613669459, IUCN_LC, IUCN update 2024
Tyrannidae,Rhytipterna holerythra, Copetón Plañidero Rufo, Rufous Mourner, https://ebird.org/species/rufmou1,NT,,https://macaulaylibrary.org/asset/41961061, IUCN_LC, IUCN update 2024
Tyrannidae,Ramphotrigon fuscicauda, Picoplano Colinegruzco, Dusky-tailed Flatbill, https://ebird.org/species/dutfla1,NT,,https://macaulaylibrary.org/asset/81116621, IUCN_LC, IUCN update 2024
Cotingidae,Pipreola jucunda, Frutero Pechinaranja, Orange-breasted Fruiteater, https://ebird.org/species/orbfru1,NT,,https://macaulaylibrary.org/asset/608798234, IUCN_LC, IUCN update 2024
Cotingidae,Snowornis subalaris, Pijá Coligrís, Gray-tailed Piha, https://ebird.org/species/gytpih1,NT,,https://macaulaylibrary.org/asset/621214199, IUCN_LC, IUCN update 2024
Cotingidae,Cotinga nattererii, Cotinga Azul, Blue Cotinga, https://ebird.org/species/blucot1,NT,,https://macaulaylibrary.org/asset/611970373, IUCN_LC, IUCN update 2024
